date,validityFrom,validityTo,value
2014-08-31,2014-08-30T00:00:00-05:00,2014-09-02T00:00:00-05:00,1918.62
2014-09-01,2014-08-30T00:00:00-05:00,2014-09-02T00:00:00-05:00,1918.62
2014-09-02,2014-08-30T00:00:00-05:00,2014-09-02T00:00:00-05:00,1918.62
2014-09-03,2014-09-03T00:00:00-05:00,2014-09-03T00:00:00-05:00,1931.49
2014-09-04,2014-09-04T00:00:00-05:00,2014-09-04T00:00:00-05:00,1924.67
2014-09-05,2014-09-05T00:00:00-05:00,2014-09-05T00:00:00-05:00,1931.45
2014-09-06,2014-09-06T00:00:00-05:00,2014-09-08T00:00:00-05:00,1935.25
2014-09-07,2014-09-06T00:00:00-05:00,2014-09-08T00:00:00-05:00,1935.25
2014-09-08,2014-09-06T00:00:00-05:00,2014-09-08T00:00:00-05:00,1935.25
2014-09-09,2014-09-09T00:00:00-05:00,2014-09-09T00:00:00-05:00,1942.03
2014-09-10,2014-09-10T00:00:00-05:00,2014-09-10T00:00:00-05:00,1962.84
2014-09-11,2014-09-11T00:00:00-05:00,2014-09-11T00:00:00-05:00,1975.82
2014-09-12,2014-09-12T00:00:00-05:00,2014-09-12T00:00:00-05:00,1979.97
2014-09-13,2014-09-13T00:00:00-05:00,2014-09-15T00:00:00-05:00,1994.97
2014-09-14,2014-09-13T00:00:00-05:00,2014-09-15T00:00:00-05:00,1994.97
2014-09-15,2014-09-13T00:00:00-05:00,2014-09-15T00:00:00-05:00,1994.97
2014-09-16,2014-09-16T00:00:00-05:00,2014-09-16T00:00:00-05:00,1987.71
2014-09-17,2014-09-17T00:00:00-05:00,2014-09-17T00:00:00-05:00,1978.08
2014-09-18,2014-09-18T00:00:00-05:00,2014-09-18T00:00:00-05:00,1975.47
2014-09-19,2014-09-19T00:00:00-05:00,2014-09-19T00:00:00-05:00,1975.42
2014-09-20,2014-09-20T00:00:00-05:00,2014-09-22T00:00:00-05:00,1966.89
2014-09-21,2014-09-20T00:00:00-05:00,2014-09-22T00:00:00-05:00,1966.89
2014-09-22,2014-09-20T00:00:00-05:00,2014-09-22T00:00:00-05:00,1966.89
2014-09-23,2014-09-23T00:00:00-05:00,2014-09-23T00:00:00-05:00,1992.68
2014-09-24,2014-09-24T00:00:00-05:00,2014-09-24T00:00:00-05:00,1997.91
2014-09-25,2014-09-25T00:00:00-05:00,2014-09-25T00:00:00-05:00,2007.48
2014-09-26,2014-09-26T00:00:00-05:00,2014-09-26T00:00:00-05:00,2019.76
2014-09-27,2014-09-27T00:00:00-05:00,2014-09-29T00:00:00-05:00,2023.89
2014-09-28,2014-09-27T00:00:00-05:00,2014-09-29T00:00:00-05:00,2023.89
2014-09-29,2014-09-27T00:00:00-05:00,2014-09-29T00:00:00-05:00,2023.89
2014-09-30,2014-09-30T00:00:00-05:00,2014-09-30T00:00:00-05:00,2028.48
2014-10-01,2014-10-01T00:00:00-05:00,2014-10-01T00:00:00-05:00,2022
2014-10-02,2014-10-02T00:00:00-05:00,2014-10-02T00:00:00-05:00,2025.75
2014-10-03,2014-10-03T00:00:00-05:00,2014-10-03T00:00:00-05:00,2021.49
2014-10-04,2014-10-04T00:00:00-05:00,2014-10-06T00:00:00-05:00,2026.2
2014-10-05,2014-10-04T00:00:00-05:00,2014-10-06T00:00:00-05:00,2026.2
2014-10-06,2014-10-04T00:00:00-05:00,2014-10-06T00:00:00-05:00,2026.2
2014-10-07,2014-10-07T00:00:00-05:00,2014-10-07T00:00:00-05:00,2028.03
2014-10-08,2014-10-08T00:00:00-05:00,2014-10-08T00:00:00-05:00,2026.9
2014-10-09,2014-10-09T00:00:00-05:00,2014-10-09T00:00:00-05:00,2040.31
2014-10-10,2014-10-10T00:00:00-05:00,2014-10-10T00:00:00-05:00,2041.71
2014-10-11,2014-10-11T00:00:00-05:00,2014-10-14T00:00:00-05:00,2052.96
2014-10-12,2014-10-11T00:00:00-05:00,2014-10-14T00:00:00-05:00,2052.96
2014-10-13,2014-10-11T00:00:00-05:00,2014-10-14T00:00:00-05:00,2052.96
2014-10-14,2014-10-11T00:00:00-05:00,2014-10-14T00:00:00-05:00,2052.96
2014-10-15,2014-10-15T00:00:00-05:00,2014-10-15T00:00:00-05:00,2049.66
2014-10-16,2014-10-16T00:00:00-05:00,2014-10-16T00:00:00-05:00,2057.7
2014-10-17,2014-10-17T00:00:00-05:00,2014-10-17T00:00:00-05:00,2074.4
2014-10-18,2014-10-18T00:00:00-05:00,2014-10-20T00:00:00-05:00,2064.43
2014-10-19,2014-10-18T00:00:00-05:00,2014-10-20T00:00:00-05:00,2064.43
2014-10-20,2014-10-18T00:00:00-05:00,2014-10-20T00:00:00-05:00,2064.43
2014-10-21,2014-10-21T00:00:00-05:00,2014-10-21T00:00:00-05:00,2065.82
2014-10-22,2014-10-22T00:00:00-05:00,2014-10-22T00:00:00-05:00,2048.44
2014-10-23,2014-10-23T00:00:00-05:00,2014-10-23T00:00:00-05:00,2049.9
2014-10-24,2014-10-24T00:00:00-05:00,2014-10-24T00:00:00-05:00,2053.39
2014-10-25,2014-10-25T00:00:00-05:00,2014-10-27T00:00:00-05:00,2065.38
2014-10-26,2014-10-25T00:00:00-05:00,2014-10-27T00:00:00-05:00,2065.38
2014-10-27,2014-10-25T00:00:00-05:00,2014-10-27T00:00:00-05:00,2065.38
2014-10-28,2014-10-28T00:00:00-05:00,2014-10-28T00:00:00-05:00,2069.72
2014-10-29,2014-10-29T00:00:00-05:00,2014-10-29T00:00:00-05:00,2055.43
2014-10-30,2014-10-30T00:00:00-05:00,2014-10-30T00:00:00-05:00,2044.55
2014-10-31,2014-10-31T00:00:00-05:00,2014-10-31T00:00:00-05:00,2050.52
2014-11-01,2014-11-01T00:00:00-05:00,2014-11-04T00:00:00-05:00,2061.92
2014-11-02,2014-11-01T00:00:00-05:00,2014-11-04T00:00:00-05:00,2061.92
2014-11-03,2014-11-01T00:00:00-05:00,2014-11-04T00:00:00-05:00,2061.92
2014-11-04,2014-11-01T00:00:00-05:00,2014-11-04T00:00:00-05:00,2061.92
2014-11-05,2014-11-05T00:00:00-05:00,2014-11-05T00:00:00-05:00,2076.99
2014-11-06,2014-11-06T00:00:00-05:00,2014-11-06T00:00:00-05:00,2081.24
2014-11-07,2014-11-07T00:00:00-05:00,2014-11-07T00:00:00-05:00,2086.86
2014-11-08,2014-11-08T00:00:00-05:00,2014-11-10T00:00:00-05:00,2103.25
2014-11-09,2014-11-08T00:00:00-05:00,2014-11-10T00:00:00-05:00,2103.25
2014-11-10,2014-11-08T00:00:00-05:00,2014-11-10T00:00:00-05:00,2103.25
2014-11-11,2014-11-11T00:00:00-05:00,2014-11-12T00:00:00-05:00,2103.12
2014-11-12,2014-11-11T00:00:00-05:00,2014-11-12T00:00:00-05:00,2103.12
2014-11-13,2014-11-13T00:00:00-05:00,2014-11-13T00:00:00-05:00,2115.59
2014-11-14,2014-11-14T00:00:00-05:00,2014-11-14T00:00:00-05:00,2133.03
2014-11-15,2014-11-15T00:00:00-05:00,2014-11-18T00:00:00-05:00,2160.47
2014-11-16,2014-11-15T00:00:00-05:00,2014-11-18T00:00:00-05:00,2160.47
2014-11-17,2014-11-15T00:00:00-05:00,2014-11-18T00:00:00-05:00,2160.47
2014-11-18,2014-11-15T00:00:00-05:00,2014-11-18T00:00:00-05:00,2160.47
2014-11-19,2014-11-19T00:00:00-05:00,2014-11-19T00:00:00-05:00,2158.58
2014-11-20,2014-11-20T00:00:00-05:00,2014-11-20T00:00:00-05:00,2156.73
2014-11-21,2014-11-21T00:00:00-05:00,2014-11-21T00:00:00-05:00,2156.93
2014-11-22,2014-11-22T00:00:00-05:00,2014-11-24T00:00:00-05:00,2142.02
2014-11-23,2014-11-22T00:00:00-05:00,2014-11-24T00:00:00-05:00,2142.02
2014-11-24,2014-11-22T00:00:00-05:00,2014-11-24T00:00:00-05:00,2142.02
2014-11-25,2014-11-25T00:00:00-05:00,2014-11-25T00:00:00-05:00,2158.12
2014-11-26,2014-11-26T00:00:00-05:00,2014-11-26T00:00:00-05:00,2162.15
2014-11-27,2014-11-27T00:00:00-05:00,2014-11-28T00:00:00-05:00,2165.15
2014-11-28,2014-11-27T00:00:00-05:00,2014-11-28T00:00:00-05:00,2165.15
2014-11-29,2014-11-29T00:00:00-05:00,2014-12-01T00:00:00-05:00,2206.19
2014-11-30,2014-11-29T00:00:00-05:00,2014-12-01T00:00:00-05:00,2206.19
2014-12-01,2014-11-29T00:00:00-05:00,2014-12-01T00:00:00-05:00,2206.19
2014-12-02,2014-12-02T00:00:00-05:00,2014-12-02T00:00:00-05:00,2252.36
2014-12-03,2014-12-03T00:00:00-05:00,2014-12-03T00:00:00-05:00,2293.47
2014-12-04,2014-12-04T00:00:00-05:00,2014-12-04T00:00:00-05:00,2286.03
2014-12-05,2014-12-05T00:00:00-05:00,2014-12-05T00:00:00-05:00,2284.24
2014-12-06,2014-12-06T00:00:00-05:00,2014-12-09T00:00:00-05:00,2304.12
2014-12-07,2014-12-06T00:00:00-05:00,2014-12-09T00:00:00-05:00,2304.12
2014-12-08,2014-12-06T00:00:00-05:00,2014-12-09T00:00:00-05:00,2304.12
2014-12-09,2014-12-06T00:00:00-05:00,2014-12-09T00:00:00-05:00,2304.12
2014-12-10,2014-12-10T00:00:00-05:00,2014-12-10T00:00:00-05:00,2350.01
2014-12-11,2014-12-11T00:00:00-05:00,2014-12-11T00:00:00-05:00,2381.96
2014-12-12,2014-12-12T00:00:00-05:00,2014-12-12T00:00:00-05:00,2423.56
2014-12-13,2014-12-13T00:00:00-05:00,2014-12-15T00:00:00-05:00,2405.31
2014-12-14,2014-12-13T00:00:00-05:00,2014-12-15T00:00:00-05:00,2405.31
2014-12-15,2014-12-13T00:00:00-05:00,2014-12-15T00:00:00-05:00,2405.31
2014-12-16,2014-12-16T00:00:00-05:00,2014-12-16T00:00:00-05:00,2414.39
2014-12-17,2014-12-17T00:00:00-05:00,2014-12-17T00:00:00-05:00,2446.35
2014-12-18,2014-12-18T00:00:00-05:00,2014-12-18T00:00:00-05:00,2412.79
2014-12-19,2014-12-19T00:00:00-05:00,2014-12-19T00:00:00-05:00,2334.98
2014-12-20,2014-12-20T00:00:00-05:00,2014-12-22T00:00:00-05:00,2297.14
2014-12-21,2014-12-20T00:00:00-05:00,2014-12-22T00:00:00-05:00,2297.14
2014-12-22,2014-12-20T00:00:00-05:00,2014-12-22T00:00:00-05:00,2297.14
2014-12-23,2014-12-23T00:00:00-05:00,2014-12-23T00:00:00-05:00,2316.93
2014-12-24,2014-12-24T00:00:00-05:00,2014-12-24T00:00:00-05:00,2342.57
2014-12-25,2014-12-25T00:00:00-05:00,2014-12-26T00:00:00-05:00,2346.9
2014-12-26,2014-12-25T00:00:00-05:00,2014-12-26T00:00:00-05:00,2346.9
2014-12-27,2014-12-27T00:00:00-05:00,2014-12-29T00:00:00-05:00,2358.46
2014-12-28,2014-12-27T00:00:00-05:00,2014-12-29T00:00:00-05:00,2358.46
2014-12-29,2014-12-27T00:00:00-05:00,2014-12-29T00:00:00-05:00,2358.46
2014-12-30,2014-12-30T00:00:00-05:00,2014-12-30T00:00:00-05:00,2378.56
2014-12-31,2014-12-31T00:00:00-05:00,2015-01-02T00:00:00-05:00,2392.46
2015-01-01,2014-12-31T00:00:00-05:00,2015-01-02T00:00:00-05:00,2392.46
2015-01-02,2014-12-31T00:00:00-05:00,2015-01-02T00:00:00-05:00,2392.46
2015-01-03,2015-01-03T00:00:00-05:00,2015-01-05T00:00:00-05:00,2383.37
2015-01-04,2015-01-03T00:00:00-05:00,2015-01-05T00:00:00-05:00,2383.37
2015-01-05,2015-01-03T00:00:00-05:00,2015-01-05T00:00:00-05:00,2383.37
2015-01-06,2015-01-06T00:00:00-05:00,2015-01-06T00:00:00-05:00,2412.82
2015-01-07,2015-01-07T00:00:00-05:00,2015-01-07T00:00:00-05:00,2452.11
2015-01-08,2015-01-08T00:00:00-05:00,2015-01-08T00:00:00-05:00,2434.31
2015-01-09,2015-01-09T00:00:00-05:00,2015-01-09T00:00:00-05:00,2405.03
2015-01-10,2015-01-10T00:00:00-05:00,2015-01-13T00:00:00-05:00,2406.71
2015-01-11,2015-01-10T00:00:00-05:00,2015-01-13T00:00:00-05:00,2406.71
2015-01-12,2015-01-10T00:00:00-05:00,2015-01-13T00:00:00-05:00,2406.71
2015-01-13,2015-01-10T00:00:00-05:00,2015-01-13T00:00:00-05:00,2406.71
2015-01-14,2015-01-14T00:00:00-05:00,2015-01-14T00:00:00-05:00,2442.03
2015-01-15,2015-01-15T00:00:00-05:00,2015-01-15T00:00:00-05:00,2438.79
2015-01-16,2015-01-16T00:00:00-05:00,2015-01-16T00:00:00-05:00,2398.91
2015-01-17,2015-01-17T00:00:00-05:00,2015-01-20T00:00:00-05:00,2383.91
2015-01-18,2015-01-17T00:00:00-05:00,2015-01-20T00:00:00-05:00,2383.91
2015-01-19,2015-01-17T00:00:00-05:00,2015-01-20T00:00:00-05:00,2383.91
2015-01-20,2015-01-17T00:00:00-05:00,2015-01-20T00:00:00-05:00,2383.91
2015-01-21,2015-01-21T00:00:00-05:00,2015-01-21T00:00:00-05:00,2373.44
2015-01-22,2015-01-22T00:00:00-05:00,2015-01-22T00:00:00-05:00,2361.54
2015-01-23,2015-01-23T00:00:00-05:00,2015-01-23T00:00:00-05:00,2370.75
2015-01-24,2015-01-24T00:00:00-05:00,2015-01-26T00:00:00-05:00,2386.5
2015-01-25,2015-01-24T00:00:00-05:00,2015-01-26T00:00:00-05:00,2386.5
2015-01-26,2015-01-24T00:00:00-05:00,2015-01-26T00:00:00-05:00,2386.5
2015-01-27,2015-01-27T00:00:00-05:00,2015-01-27T00:00:00-05:00,2386.28
2015-01-28,2015-01-28T00:00:00-05:00,2015-01-28T00:00:00-05:00,2381.11
2015-01-29,2015-01-29T00:00:00-05:00,2015-01-29T00:00:00-05:00,2362.42
2015-01-30,2015-01-30T00:00:00-05:00,2015-01-30T00:00:00-05:00,2397.35
2015-01-31,2015-01-31T00:00:00-05:00,2015-02-02T00:00:00-05:00,2441.1
2015-02-01,2015-01-31T00:00:00-05:00,2015-02-02T00:00:00-05:00,2441.1
2015-02-02,2015-01-31T00:00:00-05:00,2015-02-02T00:00:00-05:00,2441.1
2015-02-03,2015-02-03T00:00:00-05:00,2015-02-03T00:00:00-05:00,2407.29
2015-02-04,2015-02-04T00:00:00-05:00,2015-02-04T00:00:00-05:00,2374.72
2015-02-05,2015-02-05T00:00:00-05:00,2015-02-05T00:00:00-05:00,2381.91
2015-02-06,2015-02-06T00:00:00-05:00,2015-02-06T00:00:00-05:00,2384.53
2015-02-07,2015-02-07T00:00:00-05:00,2015-02-09T00:00:00-05:00,2384.76
2015-02-08,2015-02-07T00:00:00-05:00,2015-02-09T00:00:00-05:00,2384.76
2015-02-09,2015-02-07T00:00:00-05:00,2015-02-09T00:00:00-05:00,2384.76
2015-02-10,2015-02-10T00:00:00-05:00,2015-02-10T00:00:00-05:00,2371.31
2015-02-11,2015-02-11T00:00:00-05:00,2015-02-11T00:00:00-05:00,2380.79
2015-02-12,2015-02-12T00:00:00-05:00,2015-02-12T00:00:00-05:00,2416.61
2015-02-13,2015-02-13T00:00:00-05:00,2015-02-13T00:00:00-05:00,2401.03
2015-02-14,2015-02-14T00:00:00-05:00,2015-02-17T00:00:00-05:00,2376.23
2015-02-15,2015-02-14T00:00:00-05:00,2015-02-17T00:00:00-05:00,2376.23
2015-02-16,2015-02-14T00:00:00-05:00,2015-02-17T00:00:00-05:00,2376.23
2015-02-17,2015-02-14T00:00:00-05:00,2015-02-17T00:00:00-05:00,2376.23
2015-02-18,2015-02-18T00:00:00-05:00,2015-02-18T00:00:00-05:00,2416.37
2015-02-19,2015-02-19T00:00:00-05:00,2015-02-19T00:00:00-05:00,2429.71
2015-02-20,2015-02-20T00:00:00-05:00,2015-02-20T00:00:00-05:00,2445.16
2015-02-21,2015-02-21T00:00:00-05:00,2015-02-23T00:00:00-05:00,2455.54
2015-02-22,2015-02-21T00:00:00-05:00,2015-02-23T00:00:00-05:00,2455.54
2015-02-23,2015-02-21T00:00:00-05:00,2015-02-23T00:00:00-05:00,2455.54
2015-02-24,2015-02-24T00:00:00-05:00,2015-02-24T00:00:00-05:00,2489.81
2015-02-25,2015-02-25T00:00:00-05:00,2015-02-25T00:00:00-05:00,2500.59
2015-02-26,2015-02-26T00:00:00-05:00,2015-02-26T00:00:00-05:00,2489.41
2015-02-27,2015-02-27T00:00:00-05:00,2015-02-27T00:00:00-05:00,2484.58
2015-02-28,2015-02-28T00:00:00-05:00,2015-03-02T00:00:00-05:00,2496.99
2015-03-01,2015-02-28T00:00:00-05:00,2015-03-02T00:00:00-05:00,2496.99
2015-03-02,2015-02-28T00:00:00-05:00,2015-03-02T00:00:00-05:00,2496.99
2015-03-03,2015-03-03T00:00:00-05:00,2015-03-03T00:00:00-05:00,2522.03
2015-03-04,2015-03-04T00:00:00-05:00,2015-03-04T00:00:00-05:00,2555.08
2015-03-05,2015-03-05T00:00:00-05:00,2015-03-05T00:00:00-05:00,2565.9
2015-03-06,2015-03-06T00:00:00-05:00,2015-03-06T00:00:00-05:00,2543.47
2015-03-07,2015-03-07T00:00:00-05:00,2015-03-09T00:00:00-05:00,2565.61
2015-03-08,2015-03-07T00:00:00-05:00,2015-03-09T00:00:00-05:00,2565.61
2015-03-09,2015-03-07T00:00:00-05:00,2015-03-09T00:00:00-05:00,2565.61
2015-03-10,2015-03-10T00:00:00-05:00,2015-03-10T00:00:00-05:00,2592.86
2015-03-11,2015-03-11T00:00:00-05:00,2015-03-11T00:00:00-05:00,2618.79
2015-03-12,2015-03-12T00:00:00-05:00,2015-03-12T00:00:00-05:00,2633.65
2015-03-13,2015-03-13T00:00:00-05:00,2015-03-13T00:00:00-05:00,2610.08
2015-03-14,2015-03-14T00:00:00-05:00,2015-03-16T00:00:00-05:00,2661.52
2015-03-15,2015-03-14T00:00:00-05:00,2015-03-16T00:00:00-05:00,2661.52
2015-03-16,2015-03-14T00:00:00-05:00,2015-03-16T00:00:00-05:00,2661.52
2015-03-17,2015-03-17T00:00:00-05:00,2015-03-17T00:00:00-05:00,2675.08
2015-03-18,2015-03-18T00:00:00-05:00,2015-03-18T00:00:00-05:00,2677.97
2015-03-19,2015-03-19T00:00:00-05:00,2015-03-19T00:00:00-05:00,2651.49
2015-03-20,2015-03-20T00:00:00-05:00,2015-03-20T00:00:00-05:00,2613.38
2015-03-21,2015-03-21T00:00:00-05:00,2015-03-24T00:00:00-05:00,2587.71
2015-03-22,2015-03-21T00:00:00-05:00,2015-03-24T00:00:00-05:00,2587.71
2015-03-23,2015-03-21T00:00:00-05:00,2015-03-24T00:00:00-05:00,2587.71
2015-03-24,2015-03-21T00:00:00-05:00,2015-03-24T00:00:00-05:00,2587.71
2015-03-25,2015-03-25T00:00:00-05:00,2015-03-25T00:00:00-05:00,2526.79
2015-03-26,2015-03-26T00:00:00-05:00,2015-03-26T00:00:00-05:00,2535.55
2015-03-27,2015-03-27T00:00:00-05:00,2015-03-27T00:00:00-05:00,2551.3
2015-03-28,2015-03-28T00:00:00-05:00,2015-03-30T00:00:00-05:00,2556.85
2015-03-29,2015-03-28T00:00:00-05:00,2015-03-30T00:00:00-05:00,2556.85
2015-03-30,2015-03-28T00:00:00-05:00,2015-03-30T00:00:00-05:00,2556.85
2015-03-31,2015-03-31T00:00:00-05:00,2015-03-31T00:00:00-05:00,2576.05
2015-04-01,2015-04-01T00:00:00-05:00,2015-04-01T00:00:00-05:00,2598.36
2015-04-02,2015-04-02T00:00:00-05:00,2015-04-06T00:00:00-05:00,2576.41
2015-04-03,2015-04-02T00:00:00-05:00,2015-04-06T00:00:00-05:00,2576.41
2015-04-04,2015-04-02T00:00:00-05:00,2015-04-06T00:00:00-05:00,2576.41
2015-04-05,2015-04-02T00:00:00-05:00,2015-04-06T00:00:00-05:00,2576.41
2015-04-06,2015-04-02T00:00:00-05:00,2015-04-06T00:00:00-05:00,2576.41
2015-04-07,2015-04-07T00:00:00-05:00,2015-04-07T00:00:00-05:00,2522.71
2015-04-08,2015-04-08T00:00:00-05:00,2015-04-08T00:00:00-05:00,2518.05
2015-04-09,2015-04-09T00:00:00-05:00,2015-04-09T00:00:00-05:00,2490.9
2015-04-10,2015-04-10T00:00:00-05:00,2015-04-10T00:00:00-05:00,2494.77
2015-04-11,2015-04-11T00:00:00-05:00,2015-04-13T00:00:00-05:00,2516.08
2015-04-12,2015-04-11T00:00:00-05:00,2015-04-13T00:00:00-05:00,2516.08
2015-04-13,2015-04-11T00:00:00-05:00,2015-04-13T00:00:00-05:00,2516.08
2015-04-14,2015-04-14T00:00:00-05:00,2015-04-14T00:00:00-05:00,2537.33
2015-04-15,2015-04-15T00:00:00-05:00,2015-04-15T00:00:00-05:00,2550.83
2015-04-16,2015-04-16T00:00:00-05:00,2015-04-16T00:00:00-05:00,2534.63
2015-04-17,2015-04-17T00:00:00-05:00,2015-04-17T00:00:00-05:00,2493.93
2015-04-18,2015-04-18T00:00:00-05:00,2015-04-20T00:00:00-05:00,2495.01
2015-04-19,2015-04-18T00:00:00-05:00,2015-04-20T00:00:00-05:00,2495.01
2015-04-20,2015-04-18T00:00:00-05:00,2015-04-20T00:00:00-05:00,2495.01
2015-04-21,2015-04-21T00:00:00-05:00,2015-04-21T00:00:00-05:00,2487.07
2015-04-22,2015-04-22T00:00:00-05:00,2015-04-22T00:00:00-05:00,2469.03
2015-04-23,2015-04-23T00:00:00-05:00,2015-04-23T00:00:00-05:00,2488.5
2015-04-24,2015-04-24T00:00:00-05:00,2015-04-24T00:00:00-05:00,2471.21
2015-04-25,2015-04-25T00:00:00-05:00,2015-04-27T00:00:00-05:00,2461.17
2015-04-26,2015-04-25T00:00:00-05:00,2015-04-27T00:00:00-05:00,2461.17
2015-04-27,2015-04-25T00:00:00-05:00,2015-04-27T00:00:00-05:00,2461.17
2015-04-28,2015-04-28T00:00:00-05:00,2015-04-28T00:00:00-05:00,2419.81
2015-04-29,2015-04-29T00:00:00-05:00,2015-04-29T00:00:00-05:00,2393.42
2015-04-30,2015-04-30T00:00:00-05:00,2015-04-30T00:00:00-05:00,2388.06
2015-05-01,2015-05-01T00:00:00-05:00,2015-05-04T00:00:00-05:00,2393.58
2015-05-02,2015-05-01T00:00:00-05:00,2015-05-04T00:00:00-05:00,2393.58
2015-05-03,2015-05-01T00:00:00-05:00,2015-05-04T00:00:00-05:00,2393.58
2015-05-04,2015-05-01T00:00:00-05:00,2015-05-04T00:00:00-05:00,2393.58
2015-05-05,2015-05-05T00:00:00-05:00,2015-05-05T00:00:00-05:00,2408.17
2015-05-06,2015-05-06T00:00:00-05:00,2015-05-06T00:00:00-05:00,2386.72
2015-05-07,2015-05-07T00:00:00-05:00,2015-05-07T00:00:00-05:00,2362.41
2015-05-08,2015-05-08T00:00:00-05:00,2015-05-08T00:00:00-05:00,2369.23
2015-05-09,2015-05-09T00:00:00-05:00,2015-05-11T00:00:00-05:00,2360.58
2015-05-10,2015-05-09T00:00:00-05:00,2015-05-11T00:00:00-05:00,2360.58
2015-05-11,2015-05-09T00:00:00-05:00,2015-05-11T00:00:00-05:00,2360.58
2015-05-12,2015-05-12T00:00:00-05:00,2015-05-12T00:00:00-05:00,2381.53
2015-05-13,2015-05-13T00:00:00-05:00,2015-05-13T00:00:00-05:00,2386.77
2015-05-14,2015-05-14T00:00:00-05:00,2015-05-14T00:00:00-05:00,2377.87
2015-05-15,2015-05-15T00:00:00-05:00,2015-05-15T00:00:00-05:00,2389.49
2015-05-16,2015-05-16T00:00:00-05:00,2015-05-19T00:00:00-05:00,2417.01
2015-05-17,2015-05-16T00:00:00-05:00,2015-05-19T00:00:00-05:00,2417.01
2015-05-18,2015-05-16T00:00:00-05:00,2015-05-19T00:00:00-05:00,2417.01
2015-05-19,2015-05-16T00:00:00-05:00,2015-05-19T00:00:00-05:00,2417.01
2015-05-20,2015-05-20T00:00:00-05:00,2015-05-20T00:00:00-05:00,2475.45
2015-05-21,2015-05-21T00:00:00-05:00,2015-05-21T00:00:00-05:00,2503.37
2015-05-22,2015-05-22T00:00:00-05:00,2015-05-22T00:00:00-05:00,2489.39
2015-05-23,2015-05-23T00:00:00-05:00,2015-05-26T00:00:00-05:00,2500.22
2015-05-24,2015-05-23T00:00:00-05:00,2015-05-26T00:00:00-05:00,2500.22
2015-05-25,2015-05-23T00:00:00-05:00,2015-05-26T00:00:00-05:00,2500.22
2015-05-26,2015-05-23T00:00:00-05:00,2015-05-26T00:00:00-05:00,2500.22
2015-05-27,2015-05-27T00:00:00-05:00,2015-05-27T00:00:00-05:00,2542.53
2015-05-28,2015-05-28T00:00:00-05:00,2015-05-28T00:00:00-05:00,2548.13
2015-05-29,2015-05-29T00:00:00-05:00,2015-05-29T00:00:00-05:00,2549.97
2015-05-30,2015-05-30T00:00:00-05:00,2015-06-01T00:00:00-05:00,2533.79
2015-05-31,2015-05-30T00:00:00-05:00,2015-06-01T00:00:00-05:00,2533.79
2015-06-01,2015-05-30T00:00:00-05:00,2015-06-01T00:00:00-05:00,2533.79
2015-06-02,2015-06-02T00:00:00-05:00,2015-06-02T00:00:00-05:00,2549.29
2015-06-03,2015-06-03T00:00:00-05:00,2015-06-03T00:00:00-05:00,2554.44
2015-06-04,2015-06-04T00:00:00-05:00,2015-06-04T00:00:00-05:00,2571.92
2015-06-05,2015-06-05T00:00:00-05:00,2015-06-05T00:00:00-05:00,2588.56
2015-06-06,2015-06-06T00:00:00-05:00,2015-06-09T00:00:00-05:00,2623.66
2015-06-07,2015-06-06T00:00:00-05:00,2015-06-09T00:00:00-05:00,2623.66
2015-06-08,2015-06-06T00:00:00-05:00,2015-06-09T00:00:00-05:00,2623.66
2015-06-09,2015-06-06T00:00:00-05:00,2015-06-09T00:00:00-05:00,2623.66
2015-06-10,2015-06-10T00:00:00-05:00,2015-06-10T00:00:00-05:00,2569.17
2015-06-11,2015-06-11T00:00:00-05:00,2015-06-11T00:00:00-05:00,2523
2015-06-12,2015-06-12T00:00:00-05:00,2015-06-12T00:00:00-05:00,2538.55
2015-06-13,2015-06-13T00:00:00-05:00,2015-06-16T00:00:00-05:00,2535.91
2015-06-14,2015-06-13T00:00:00-05:00,2015-06-16T00:00:00-05:00,2535.91
2015-06-15,2015-06-13T00:00:00-05:00,2015-06-16T00:00:00-05:00,2535.91
2015-06-16,2015-06-13T00:00:00-05:00,2015-06-16T00:00:00-05:00,2535.91
2015-06-17,2015-06-17T00:00:00-05:00,2015-06-17T00:00:00-05:00,2531.72
2015-06-18,2015-06-18T00:00:00-05:00,2015-06-18T00:00:00-05:00,2550.43
2015-06-19,2015-06-19T00:00:00-05:00,2015-06-19T00:00:00-05:00,2528.85
2015-06-20,2015-06-20T00:00:00-05:00,2015-06-22T00:00:00-05:00,2548.2
2015-06-21,2015-06-20T00:00:00-05:00,2015-06-22T00:00:00-05:00,2548.2
2015-06-22,2015-06-20T00:00:00-05:00,2015-06-22T00:00:00-05:00,2548.2
2015-06-23,2015-06-23T00:00:00-05:00,2015-06-23T00:00:00-05:00,2537.68
2015-06-24,2015-06-24T00:00:00-05:00,2015-06-24T00:00:00-05:00,2550.74
2015-06-25,2015-06-25T00:00:00-05:00,2015-06-25T00:00:00-05:00,2566.66
2015-06-26,2015-06-26T00:00:00-05:00,2015-06-26T00:00:00-05:00,2556.21
2015-06-27,2015-06-27T00:00:00-05:00,2015-06-30T00:00:00-05:00,2585.11
2015-06-28,2015-06-27T00:00:00-05:00,2015-06-30T00:00:00-05:00,2585.11
2015-06-29,2015-06-27T00:00:00-05:00,2015-06-30T00:00:00-05:00,2585.11
2015-06-30,2015-06-27T00:00:00-05:00,2015-06-30T00:00:00-05:00,2585.11
