date,validityFrom,validityTo,value
2013-10-31,2013-10-31T00:00:00-05:00,2013-10-31T00:00:00-05:00,1884.06
2013-11-01,2013-11-01T00:00:00-05:00,2013-11-01T00:00:00-05:00,1889.16
2013-11-02,2013-11-02T00:00:00-05:00,2013-11-05T00:00:00-05:00,1901.22
2013-11-03,2013-11-02T00:00:00-05:00,2013-11-05T00:00:00-05:00,1901.22
2013-11-04,2013-11-02T00:00:00-05:00,2013-11-05T00:00:00-05:00,1901.22
2013-11-05,2013-11-02T00:00:00-05:00,2013-11-05T00:00:00-05:00,1901.22
2013-11-06,2013-11-06T00:00:00-05:00,2013-11-06T00:00:00-05:00,1916.22
2013-11-07,2013-11-07T00:00:00-05:00,2013-11-07T00:00:00-05:00,1916.8
2013-11-08,2013-11-08T00:00:00-05:00,2013-11-08T00:00:00-05:00,1924.87
2013-11-09,2013-11-09T00:00:00-05:00,2013-11-12T00:00:00-05:00,1932.77
2013-11-10,2013-11-09T00:00:00-05:00,2013-11-12T00:00:00-05:00,1932.77
2013-11-11,2013-11-09T00:00:00-05:00,2013-11-12T00:00:00-05:00,1932.77
2013-11-12,2013-11-09T00:00:00-05:00,2013-11-12T00:00:00-05:00,1932.77
2013-11-13,2013-11-13T00:00:00-05:00,2013-11-13T00:00:00-05:00,1928.96
2013-11-14,2013-11-14T00:00:00-05:00,2013-11-14T00:00:00-05:00,1932.03
2013-11-15,2013-11-15T00:00:00-05:00,2013-11-15T00:00:00-05:00,1929.24
2013-11-16,2013-11-16T00:00:00-05:00,2013-11-18T00:00:00-05:00,1919.89
2013-11-17,2013-11-16T00:00:00-05:00,2013-11-18T00:00:00-05:00,1919.89
2013-11-18,2013-11-16T00:00:00-05:00,2013-11-18T00:00:00-05:00,1919.89
2013-11-19,2013-11-19T00:00:00-05:00,2013-11-19T00:00:00-05:00,1915.37
2013-11-20,2013-11-20T00:00:00-05:00,2013-11-20T00:00:00-05:00,1919.2
2013-11-21,2013-11-21T00:00:00-05:00,2013-11-21T00:00:00-05:00,1923.19
2013-11-22,2013-11-22T00:00:00-05:00,2013-11-22T00:00:00-05:00,1932.42
2013-11-23,2013-11-23T00:00:00-05:00,2013-11-25T00:00:00-05:00,1929.13
2013-11-24,2013-11-23T00:00:00-05:00,2013-11-25T00:00:00-05:00,1929.13
2013-11-25,2013-11-23T00:00:00-05:00,2013-11-25T00:00:00-05:00,1929.13
2013-11-26,2013-11-26T00:00:00-05:00,2013-11-26T00:00:00-05:00,1926.99
2013-11-27,2013-11-27T00:00:00-05:00,2013-11-27T00:00:00-05:00,1926.74
2013-11-28,2013-11-28T00:00:00-05:00,2013-11-29T00:00:00-05:00,1928.25
2013-11-29,2013-11-28T00:00:00-05:00,2013-11-29T00:00:00-05:00,1928.25
2013-11-30,2013-11-30T00:00:00-05:00,2013-12-02T00:00:00-05:00,1931.88
2013-12-01,2013-11-30T00:00:00-05:00,2013-12-02T00:00:00-05:00,1931.88
2013-12-02,2013-11-30T00:00:00-05:00,2013-12-02T00:00:00-05:00,1931.88
2013-12-03,2013-12-03T00:00:00-05:00,2013-12-03T00:00:00-05:00,1934.16
2013-12-04,2013-12-04T00:00:00-05:00,2013-12-04T00:00:00-05:00,1941.01
2013-12-05,2013-12-05T00:00:00-05:00,2013-12-05T00:00:00-05:00,1948.48
2013-12-06,2013-12-06T00:00:00-05:00,2013-12-06T00:00:00-05:00,1940.26
2013-12-07,2013-12-07T00:00:00-05:00,2013-12-09T00:00:00-05:00,1936.33
2013-12-08,2013-12-07T00:00:00-05:00,2013-12-09T00:00:00-05:00,1936.33
2013-12-09,2013-12-07T00:00:00-05:00,2013-12-09T00:00:00-05:00,1936.33
2013-12-10,2013-12-10T00:00:00-05:00,2013-12-10T00:00:00-05:00,1932.71
2013-12-11,2013-12-11T00:00:00-05:00,2013-12-11T00:00:00-05:00,1933.52
2013-12-12,2013-12-12T00:00:00-05:00,2013-12-12T00:00:00-05:00,1935.61
2013-12-13,2013-12-13T00:00:00-05:00,2013-12-13T00:00:00-05:00,1935.89
2013-12-14,2013-12-14T00:00:00-05:00,2013-12-16T00:00:00-05:00,1930.87
2013-12-15,2013-12-14T00:00:00-05:00,2013-12-16T00:00:00-05:00,1930.87
2013-12-16,2013-12-14T00:00:00-05:00,2013-12-16T00:00:00-05:00,1930.87
2013-12-17,2013-12-17T00:00:00-05:00,2013-12-17T00:00:00-05:00,1934.95
2013-12-18,2013-12-18T00:00:00-05:00,2013-12-18T00:00:00-05:00,1936.14
2013-12-19,2013-12-19T00:00:00-05:00,2013-12-19T00:00:00-05:00,1945.6
2013-12-20,2013-12-20T00:00:00-05:00,2013-12-20T00:00:00-05:00,1943.46
2013-12-21,2013-12-21T00:00:00-05:00,2013-12-23T00:00:00-05:00,1935.93
2013-12-22,2013-12-21T00:00:00-05:00,2013-12-23T00:00:00-05:00,1935.93
2013-12-23,2013-12-21T00:00:00-05:00,2013-12-23T00:00:00-05:00,1935.93
2013-12-24,2013-12-24T00:00:00-05:00,2013-12-24T00:00:00-05:00,1925.45
2013-12-25,2013-12-25T00:00:00-05:00,2013-12-26T00:00:00-05:00,1922.76
2013-12-26,2013-12-25T00:00:00-05:00,2013-12-26T00:00:00-05:00,1922.76
2013-12-27,2013-12-27T00:00:00-05:00,2013-12-27T00:00:00-05:00,1921.22
2013-12-28,2013-12-28T00:00:00-05:00,2013-12-30T00:00:00-05:00,1922.56
2013-12-29,2013-12-28T00:00:00-05:00,2013-12-30T00:00:00-05:00,1922.56
2013-12-30,2013-12-28T00:00:00-05:00,2013-12-30T00:00:00-05:00,1922.56
2013-12-31,2013-12-31T00:00:00-05:00,2014-01-02T00:00:00-05:00,1926.83
2014-01-01,2013-12-31T00:00:00-05:00,2014-01-02T00:00:00-05:00,1926.83
2014-01-02,2013-12-31T00:00:00-05:00,2014-01-02T00:00:00-05:00,1926.83
2014-01-03,2014-01-03T00:00:00-05:00,2014-01-03T00:00:00-05:00,1938.89
2014-01-04,2014-01-04T00:00:00-05:00,2014-01-07T00:00:00-05:00,1936.92
2014-01-05,2014-01-04T00:00:00-05:00,2014-01-07T00:00:00-05:00,1936.92
2014-01-06,2014-01-04T00:00:00-05:00,2014-01-07T00:00:00-05:00,1936.92
2014-01-07,2014-01-04T00:00:00-05:00,2014-01-07T00:00:00-05:00,1936.92
2014-01-08,2014-01-08T00:00:00-05:00,2014-01-08T00:00:00-05:00,1930.45
2014-01-09,2014-01-09T00:00:00-05:00,2014-01-09T00:00:00-05:00,1933.24
2014-01-10,2014-01-10T00:00:00-05:00,2014-01-10T00:00:00-05:00,1934.88
2014-01-11,2014-01-11T00:00:00-05:00,2014-01-13T00:00:00-05:00,1926.55
2014-01-12,2014-01-11T00:00:00-05:00,2014-01-13T00:00:00-05:00,1926.55
2014-01-13,2014-01-11T00:00:00-05:00,2014-01-13T00:00:00-05:00,1926.55
2014-01-14,2014-01-14T00:00:00-05:00,2014-01-14T00:00:00-05:00,1924.79
2014-01-15,2014-01-15T00:00:00-05:00,2014-01-15T00:00:00-05:00,1932.59
2014-01-16,2014-01-16T00:00:00-05:00,2014-01-16T00:00:00-05:00,1941.45
2014-01-17,2014-01-17T00:00:00-05:00,2014-01-17T00:00:00-05:00,1947.15
2014-01-18,2014-01-18T00:00:00-05:00,2014-01-21T00:00:00-05:00,1957.86
2014-01-19,2014-01-18T00:00:00-05:00,2014-01-21T00:00:00-05:00,1957.86
2014-01-20,2014-01-18T00:00:00-05:00,2014-01-21T00:00:00-05:00,1957.86
2014-01-21,2014-01-18T00:00:00-05:00,2014-01-21T00:00:00-05:00,1957.86
2014-01-22,2014-01-22T00:00:00-05:00,2014-01-22T00:00:00-05:00,1981.98
2014-01-23,2014-01-23T00:00:00-05:00,2014-01-23T00:00:00-05:00,1983.48
2014-01-24,2014-01-24T00:00:00-05:00,2014-01-24T00:00:00-05:00,1993.23
2014-01-25,2014-01-25T00:00:00-05:00,2014-01-27T00:00:00-05:00,2000.48
2014-01-26,2014-01-25T00:00:00-05:00,2014-01-27T00:00:00-05:00,2000.48
2014-01-27,2014-01-25T00:00:00-05:00,2014-01-27T00:00:00-05:00,2000.48
2014-01-28,2014-01-28T00:00:00-05:00,2014-01-28T00:00:00-05:00,1997.91
2014-01-29,2014-01-29T00:00:00-05:00,2014-01-29T00:00:00-05:00,2000.56
2014-01-30,2014-01-30T00:00:00-05:00,2014-01-30T00:00:00-05:00,2013.17
2014-01-31,2014-01-31T00:00:00-05:00,2014-01-31T00:00:00-05:00,2008.26
2014-02-01,2014-02-01T00:00:00-05:00,2014-02-03T00:00:00-05:00,2021.1
2014-02-02,2014-02-01T00:00:00-05:00,2014-02-03T00:00:00-05:00,2021.1
2014-02-03,2014-02-01T00:00:00-05:00,2014-02-03T00:00:00-05:00,2021.1
2014-02-04,2014-02-04T00:00:00-05:00,2014-02-04T00:00:00-05:00,2039.85
2014-02-05,2014-02-05T00:00:00-05:00,2014-02-05T00:00:00-05:00,2041.34
2014-02-06,2014-02-06T00:00:00-05:00,2014-02-06T00:00:00-05:00,2048.75
2014-02-07,2014-02-07T00:00:00-05:00,2014-02-07T00:00:00-05:00,2049.52
2014-02-08,2014-02-08T00:00:00-05:00,2014-02-10T00:00:00-05:00,2046.06
2014-02-09,2014-02-08T00:00:00-05:00,2014-02-10T00:00:00-05:00,2046.06
2014-02-10,2014-02-08T00:00:00-05:00,2014-02-10T00:00:00-05:00,2046.06
2014-02-11,2014-02-11T00:00:00-05:00,2014-02-11T00:00:00-05:00,2048.55
2014-02-12,2014-02-12T00:00:00-05:00,2014-02-12T00:00:00-05:00,2041.61
2014-02-13,2014-02-13T00:00:00-05:00,2014-02-13T00:00:00-05:00,2031.75
2014-02-14,2014-02-14T00:00:00-05:00,2014-02-14T00:00:00-05:00,2032.99
2014-02-15,2014-02-15T00:00:00-05:00,2014-02-18T00:00:00-05:00,2022.68
2014-02-16,2014-02-15T00:00:00-05:00,2014-02-18T00:00:00-05:00,2022.68
2014-02-17,2014-02-15T00:00:00-05:00,2014-02-18T00:00:00-05:00,2022.68
2014-02-18,2014-02-15T00:00:00-05:00,2014-02-18T00:00:00-05:00,2022.68
2014-02-19,2014-02-19T00:00:00-05:00,2014-02-19T00:00:00-05:00,2028.54
2014-02-20,2014-02-20T00:00:00-05:00,2014-02-20T00:00:00-05:00,2042.22
2014-02-21,2014-02-21T00:00:00-05:00,2014-02-21T00:00:00-05:00,2052.46
2014-02-22,2014-02-22T00:00:00-05:00,2014-02-24T00:00:00-05:00,2043.96
2014-02-23,2014-02-22T00:00:00-05:00,2014-02-24T00:00:00-05:00,2043.96
2014-02-24,2014-02-22T00:00:00-05:00,2014-02-24T00:00:00-05:00,2043.96
2014-02-25,2014-02-25T00:00:00-05:00,2014-02-25T00:00:00-05:00,2042.67
2014-02-26,2014-02-26T00:00:00-05:00,2014-02-26T00:00:00-05:00,2045.45
2014-02-27,2014-02-27T00:00:00-05:00,2014-02-27T00:00:00-05:00,2053.11
2014-02-28,2014-02-28T00:00:00-05:00,2014-02-28T00:00:00-05:00,2054.9
2014-03-01,2014-03-01T00:00:00-05:00,2014-03-03T00:00:00-05:00,2046.75
2014-03-02,2014-03-01T00:00:00-05:00,2014-03-03T00:00:00-05:00,2046.75
2014-03-03,2014-03-01T00:00:00-05:00,2014-03-03T00:00:00-05:00,2046.75
2014-03-04,2014-03-04T00:00:00-05:00,2014-03-04T00:00:00-05:00,2052.51
2014-03-05,2014-03-05T00:00:00-05:00,2014-03-05T00:00:00-05:00,2047.75
2014-03-06,2014-03-06T00:00:00-05:00,2014-03-06T00:00:00-05:00,2045.14
2014-03-07,2014-03-07T00:00:00-05:00,2014-03-07T00:00:00-05:00,2030.02
2014-03-08,2014-03-08T00:00:00-05:00,2014-03-10T00:00:00-05:00,2036.2
2014-03-09,2014-03-08T00:00:00-05:00,2014-03-10T00:00:00-05:00,2036.2
2014-03-10,2014-03-08T00:00:00-05:00,2014-03-10T00:00:00-05:00,2036.2
2014-03-11,2014-03-11T00:00:00-05:00,2014-03-11T00:00:00-05:00,2042.78
2014-03-12,2014-03-12T00:00:00-05:00,2014-03-12T00:00:00-05:00,2043.59
2014-03-13,2014-03-13T00:00:00-05:00,2014-03-13T00:00:00-05:00,2047.59
2014-03-14,2014-03-14T00:00:00-05:00,2014-03-14T00:00:00-05:00,2044.48
2014-03-15,2014-03-15T00:00:00-05:00,2014-03-17T00:00:00-05:00,2044.58
2014-03-16,2014-03-15T00:00:00-05:00,2014-03-17T00:00:00-05:00,2044.58
2014-03-17,2014-03-15T00:00:00-05:00,2014-03-17T00:00:00-05:00,2044.58
2014-03-18,2014-03-18T00:00:00-05:00,2014-03-18T00:00:00-05:00,2035.16
2014-03-19,2014-03-19T00:00:00-05:00,2014-03-19T00:00:00-05:00,2034.86
2014-03-20,2014-03-20T00:00:00-05:00,2014-03-20T00:00:00-05:00,2017.38
2014-03-21,2014-03-21T00:00:00-05:00,2014-03-21T00:00:00-05:00,1998.6
2014-03-22,2014-03-22T00:00:00-05:00,2014-03-25T00:00:00-05:00,1993.85
2014-03-23,2014-03-22T00:00:00-05:00,2014-03-25T00:00:00-05:00,1993.85
2014-03-24,2014-03-22T00:00:00-05:00,2014-03-25T00:00:00-05:00,1993.85
2014-03-25,2014-03-22T00:00:00-05:00,2014-03-25T00:00:00-05:00,1993.85
2014-03-26,2014-03-26T00:00:00-05:00,2014-03-26T00:00:00-05:00,1978.63
2014-03-27,2014-03-27T00:00:00-05:00,2014-03-27T00:00:00-05:00,1973.03
2014-03-28,2014-03-28T00:00:00-05:00,2014-03-28T00:00:00-05:00,1965.64
2014-03-29,2014-03-29T00:00:00-05:00,2014-03-31T00:00:00-05:00,1965.32
2014-03-30,2014-03-29T00:00:00-05:00,2014-03-31T00:00:00-05:00,1965.32
2014-03-31,2014-03-29T00:00:00-05:00,2014-03-31T00:00:00-05:00,1965.32
2014-04-01,2014-04-01T00:00:00-05:00,2014-04-01T00:00:00-05:00,1969.45
2014-04-02,2014-04-02T00:00:00-05:00,2014-04-02T00:00:00-05:00,1966.02
2014-04-03,2014-04-03T00:00:00-05:00,2014-04-03T00:00:00-05:00,1963.51
2014-04-04,2014-04-04T00:00:00-05:00,2014-04-04T00:00:00-05:00,1966.4
2014-04-05,2014-04-05T00:00:00-05:00,2014-04-07T00:00:00-05:00,1951.85
2014-04-06,2014-04-05T00:00:00-05:00,2014-04-07T00:00:00-05:00,1951.85
2014-04-07,2014-04-05T00:00:00-05:00,2014-04-07T00:00:00-05:00,1951.85
2014-04-08,2014-04-08T00:00:00-05:00,2014-04-08T00:00:00-05:00,1937.59
2014-04-09,2014-04-09T00:00:00-05:00,2014-04-09T00:00:00-05:00,1923.95
2014-04-10,2014-04-10T00:00:00-05:00,2014-04-10T00:00:00-05:00,1931.09
2014-04-11,2014-04-11T00:00:00-05:00,2014-04-11T00:00:00-05:00,1920.93
2014-04-12,2014-04-12T00:00:00-05:00,2014-04-14T00:00:00-05:00,1927.28
2014-04-13,2014-04-12T00:00:00-05:00,2014-04-14T00:00:00-05:00,1927.28
2014-04-14,2014-04-12T00:00:00-05:00,2014-04-14T00:00:00-05:00,1927.28
2014-04-15,2014-04-15T00:00:00-05:00,2014-04-15T00:00:00-05:00,1926.47
2014-04-16,2014-04-16T00:00:00-05:00,2014-04-16T00:00:00-05:00,1932.42
2014-04-17,2014-04-17T00:00:00-05:00,2014-04-21T00:00:00-05:00,1930.62
2014-04-18,2014-04-17T00:00:00-05:00,2014-04-21T00:00:00-05:00,1930.62
2014-04-19,2014-04-17T00:00:00-05:00,2014-04-21T00:00:00-05:00,1930.62
2014-04-20,2014-04-17T00:00:00-05:00,2014-04-21T00:00:00-05:00,1930.62
2014-04-21,2014-04-17T00:00:00-05:00,2014-04-21T00:00:00-05:00,1930.62
2014-04-22,2014-04-22T00:00:00-05:00,2014-04-22T00:00:00-05:00,1921.75
2014-04-23,2014-04-23T00:00:00-05:00,2014-04-23T00:00:00-05:00,1929.66
2014-04-24,2014-04-24T00:00:00-05:00,2014-04-24T00:00:00-05:00,1936.63
2014-04-25,2014-04-25T00:00:00-05:00,2014-04-25T00:00:00-05:00,1936.07
2014-04-26,2014-04-26T00:00:00-05:00,2014-04-28T00:00:00-05:00,1942.37
2014-04-27,2014-04-26T00:00:00-05:00,2014-04-28T00:00:00-05:00,1942.37
2014-04-28,2014-04-26T00:00:00-05:00,2014-04-28T00:00:00-05:00,1942.37
2014-04-29,2014-04-29T00:00:00-05:00,2014-04-29T00:00:00-05:00,1936.13
2014-04-30,2014-04-30T00:00:00-05:00,2014-04-30T00:00:00-05:00,1935.14
2014-05-01,2014-05-01T00:00:00-05:00,2014-05-02T00:00:00-05:00,1933.46
2014-05-02,2014-05-01T00:00:00-05:00,2014-05-02T00:00:00-05:00,1933.46
2014-05-03,2014-05-03T00:00:00-05:00,2014-05-05T00:00:00-05:00,1926.3
2014-05-04,2014-05-03T00:00:00-05:00,2014-05-05T00:00:00-05:00,1926.3
2014-05-05,2014-05-03T00:00:00-05:00,2014-05-05T00:00:00-05:00,1926.3
2014-05-06,2014-05-06T00:00:00-05:00,2014-05-06T00:00:00-05:00,1923.07
2014-05-07,2014-05-07T00:00:00-05:00,2014-05-07T00:00:00-05:00,1918.2
2014-05-08,2014-05-08T00:00:00-05:00,2014-05-08T00:00:00-05:00,1912.97
2014-05-09,2014-05-09T00:00:00-05:00,2014-05-09T00:00:00-05:00,1902.15
2014-05-10,2014-05-10T00:00:00-05:00,2014-05-12T00:00:00-05:00,1901.51
2014-05-11,2014-05-10T00:00:00-05:00,2014-05-12T00:00:00-05:00,1901.51
2014-05-12,2014-05-10T00:00:00-05:00,2014-05-12T00:00:00-05:00,1901.51
2014-05-13,2014-05-13T00:00:00-05:00,2014-05-13T00:00:00-05:00,1904.85
2014-05-14,2014-05-14T00:00:00-05:00,2014-05-14T00:00:00-05:00,1919.7
2014-05-15,2014-05-15T00:00:00-05:00,2014-05-15T00:00:00-05:00,1925.31
2014-05-16,2014-05-16T00:00:00-05:00,2014-05-16T00:00:00-05:00,1927.8
2014-05-17,2014-05-17T00:00:00-05:00,2014-05-19T00:00:00-05:00,1925.41
2014-05-18,2014-05-17T00:00:00-05:00,2014-05-19T00:00:00-05:00,1925.41
2014-05-19,2014-05-17T00:00:00-05:00,2014-05-19T00:00:00-05:00,1925.41
2014-05-20,2014-05-20T00:00:00-05:00,2014-05-20T00:00:00-05:00,1921.16
2014-05-21,2014-05-21T00:00:00-05:00,2014-05-21T00:00:00-05:00,1920.41
2014-05-22,2014-05-22T00:00:00-05:00,2014-05-22T00:00:00-05:00,1911.33
2014-05-23,2014-05-23T00:00:00-05:00,2014-05-23T00:00:00-05:00,1905.8
2014-05-24,2014-05-24T00:00:00-05:00,2014-05-27T00:00:00-05:00,1905.53
2014-05-25,2014-05-24T00:00:00-05:00,2014-05-27T00:00:00-05:00,1905.53
2014-05-26,2014-05-24T00:00:00-05:00,2014-05-27T00:00:00-05:00,1905.53
2014-05-27,2014-05-24T00:00:00-05:00,2014-05-27T00:00:00-05:00,1905.53
2014-05-28,2014-05-28T00:00:00-05:00,2014-05-28T00:00:00-05:00,1917.34
2014-05-29,2014-05-29T00:00:00-05:00,2014-05-29T00:00:00-05:00,1910.8
2014-05-30,2014-05-30T00:00:00-05:00,2014-05-30T00:00:00-05:00,1905.96
2014-05-31,2014-05-31T00:00:00-05:00,2014-06-03T00:00:00-05:00,1900.64
2014-06-01,2014-05-31T00:00:00-05:00,2014-06-03T00:00:00-05:00,1900.64
2014-06-02,2014-05-31T00:00:00-05:00,2014-06-03T00:00:00-05:00,1900.64
2014-06-03,2014-05-31T00:00:00-05:00,2014-06-03T00:00:00-05:00,1900.64
2014-06-04,2014-06-04T00:00:00-05:00,2014-06-04T00:00:00-05:00,1899.74
2014-06-05,2014-06-05T00:00:00-05:00,2014-06-05T00:00:00-05:00,1897.7
2014-06-06,2014-06-06T00:00:00-05:00,2014-06-06T00:00:00-05:00,1892.08
2014-06-07,2014-06-07T00:00:00-05:00,2014-06-09T00:00:00-05:00,1886.09
2014-06-08,2014-06-07T00:00:00-05:00,2014-06-09T00:00:00-05:00,1886.09
2014-06-09,2014-06-07T00:00:00-05:00,2014-06-09T00:00:00-05:00,1886.09
2014-06-10,2014-06-10T00:00:00-05:00,2014-06-10T00:00:00-05:00,1883.76
2014-06-11,2014-06-11T00:00:00-05:00,2014-06-11T00:00:00-05:00,1884.97
2014-06-12,2014-06-12T00:00:00-05:00,2014-06-12T00:00:00-05:00,1884.63
2014-06-13,2014-06-13T00:00:00-05:00,2014-06-13T00:00:00-05:00,1877.18
2014-06-14,2014-06-14T00:00:00-05:00,2014-06-16T00:00:00-05:00,1877.37
2014-06-15,2014-06-14T00:00:00-05:00,2014-06-16T00:00:00-05:00,1877.37
2014-06-16,2014-06-14T00:00:00-05:00,2014-06-16T00:00:00-05:00,1877.37
2014-06-17,2014-06-17T00:00:00-05:00,2014-06-17T00:00:00-05:00,1886.62
2014-06-18,2014-06-18T00:00:00-05:00,2014-06-18T00:00:00-05:00,1899.9
2014-06-19,2014-06-19T00:00:00-05:00,2014-06-19T00:00:00-05:00,1895.92
2014-06-20,2014-06-20T00:00:00-05:00,2014-06-20T00:00:00-05:00,1881.34
2014-06-21,2014-06-21T00:00:00-05:00,2014-06-24T00:00:00-05:00,1884.56
2014-06-22,2014-06-21T00:00:00-05:00,2014-06-24T00:00:00-05:00,1884.56
2014-06-23,2014-06-21T00:00:00-05:00,2014-06-24T00:00:00-05:00,1884.56
2014-06-24,2014-06-21T00:00:00-05:00,2014-06-24T00:00:00-05:00,1884.56
2014-06-25,2014-06-25T00:00:00-05:00,2014-06-25T00:00:00-05:00,1886.85
2014-06-26,2014-06-26T00:00:00-05:00,2014-06-26T00:00:00-05:00,1880.37
2014-06-27,2014-06-27T00:00:00-05:00,2014-06-27T00:00:00-05:00,1886.01
2014-06-28,2014-06-28T00:00:00-05:00,2014-07-01T00:00:00-05:00,1881.19
2014-06-29,2014-06-28T00:00:00-05:00,2014-07-01T00:00:00-05:00,1881.19
2014-06-30,2014-06-28T00:00:00-05:00,2014-07-01T00:00:00-05:00,1881.19
2014-07-01,2014-06-28T00:00:00-05:00,2014-07-01T00:00:00-05:00,1881.19
2014-07-02,2014-07-02T00:00:00-05:00,2014-07-02T00:00:00-05:00,1865.42
2014-07-03,2014-07-03T00:00:00-05:00,2014-07-03T00:00:00-05:00,1856.73
2014-07-04,2014-07-04T00:00:00-05:00,2014-07-07T00:00:00-05:00,1848.91
2014-07-05,2014-07-04T00:00:00-05:00,2014-07-07T00:00:00-05:00,1848.91
2014-07-06,2014-07-04T00:00:00-05:00,2014-07-07T00:00:00-05:00,1848.91
2014-07-07,2014-07-04T00:00:00-05:00,2014-07-07T00:00:00-05:00,1848.91
2014-07-08,2014-07-08T00:00:00-05:00,2014-07-08T00:00:00-05:00,1849.28
2014-07-09,2014-07-09T00:00:00-05:00,2014-07-09T00:00:00-05:00,1854.24
2014-07-10,2014-07-10T00:00:00-05:00,2014-07-10T00:00:00-05:00,1859.94
2014-07-11,2014-07-11T00:00:00-05:00,2014-07-11T00:00:00-05:00,1858.47
2014-07-12,2014-07-12T00:00:00-05:00,2014-07-14T00:00:00-05:00,1852.57
2014-07-13,2014-07-12T00:00:00-05:00,2014-07-14T00:00:00-05:00,1852.57
2014-07-14,2014-07-12T00:00:00-05:00,2014-07-14T00:00:00-05:00,1852.57
2014-07-15,2014-07-15T00:00:00-05:00,2014-07-15T00:00:00-05:00,1857.93
2014-07-16,2014-07-16T00:00:00-05:00,2014-07-16T00:00:00-05:00,1867.88
2014-07-17,2014-07-17T00:00:00-05:00,2014-07-17T00:00:00-05:00,1868.41
2014-07-18,2014-07-18T00:00:00-05:00,2014-07-18T00:00:00-05:00,1872.27
2014-07-19,2014-07-19T00:00:00-05:00,2014-07-21T00:00:00-05:00,1871.87
2014-07-20,2014-07-19T00:00:00-05:00,2014-07-21T00:00:00-05:00,1871.87
2014-07-21,2014-07-19T00:00:00-05:00,2014-07-21T00:00:00-05:00,1871.87
2014-07-22,2014-07-22T00:00:00-05:00,2014-07-22T00:00:00-05:00,1861.28
2014-07-23,2014-07-23T00:00:00-05:00,2014-07-23T00:00:00-05:00,1848.98
2014-07-24,2014-07-24T00:00:00-05:00,2014-07-24T00:00:00-05:00,1847.85
2014-07-25,2014-07-25T00:00:00-05:00,2014-07-25T00:00:00-05:00,1846.12
2014-07-26,2014-07-26T00:00:00-05:00,2014-07-28T00:00:00-05:00,1848.56
2014-07-27,2014-07-26T00:00:00-05:00,2014-07-28T00:00:00-05:00,1848.56
2014-07-28,2014-07-26T00:00:00-05:00,2014-07-28T00:00:00-05:00,1848.56
2014-07-29,2014-07-29T00:00:00-05:00,2014-07-29T00:00:00-05:00,1850.61
2014-07-30,2014-07-30T00:00:00-05:00,2014-07-30T00:00:00-05:00,1853.3
2014-07-31,2014-07-31T00:00:00-05:00,2014-07-31T00:00:00-05:00,1872.43
2014-08-01,2014-08-01T00:00:00-05:00,2014-08-01T00:00:00-05:00,1878.75
2014-08-02,2014-08-02T00:00:00-05:00,2014-08-04T00:00:00-05:00,1873.65
2014-08-03,2014-08-02T00:00:00-05:00,2014-08-04T00:00:00-05:00,1873.65
2014-08-04,2014-08-02T00:00:00-05:00,2014-08-04T00:00:00-05:00,1873.65
2014-08-05,2014-08-05T00:00:00-05:00,2014-08-05T00:00:00-05:00,1878.68
2014-08-06,2014-08-06T00:00:00-05:00,2014-08-06T00:00:00-05:00,1892.35
2014-08-07,2014-08-07T00:00:00-05:00,2014-08-08T00:00:00-05:00,1888.51
2014-08-08,2014-08-07T00:00:00-05:00,2014-08-08T00:00:00-05:00,1888.51
2014-08-09,2014-08-09T00:00:00-05:00,2014-08-11T00:00:00-05:00,1891.59
2014-08-10,2014-08-09T00:00:00-05:00,2014-08-11T00:00:00-05:00,1891.59
2014-08-11,2014-08-09T00:00:00-05:00,2014-08-11T00:00:00-05:00,1891.59
2014-08-12,2014-08-12T00:00:00-05:00,2014-08-12T00:00:00-05:00,1881.62
2014-08-13,2014-08-13T00:00:00-05:00,2014-08-13T00:00:00-05:00,1877.4
2014-08-14,2014-08-14T00:00:00-05:00,2014-08-14T00:00:00-05:00,1883.33
2014-08-15,2014-08-15T00:00:00-05:00,2014-08-15T00:00:00-05:00,1877.77
2014-08-16,2014-08-16T00:00:00-05:00,2014-08-19T00:00:00-05:00,1884.81
2014-08-17,2014-08-16T00:00:00-05:00,2014-08-19T00:00:00-05:00,1884.81
2014-08-18,2014-08-16T00:00:00-05:00,2014-08-19T00:00:00-05:00,1884.81
2014-08-19,2014-08-16T00:00:00-05:00,2014-08-19T00:00:00-05:00,1884.81
2014-08-20,2014-08-20T00:00:00-05:00,2014-08-20T00:00:00-05:00,1894.27
2014-08-21,2014-08-21T00:00:00-05:00,2014-08-21T00:00:00-05:00,1912.43
2014-08-22,2014-08-22T00:00:00-05:00,2014-08-22T00:00:00-05:00,1919.84
2014-08-23,2014-08-23T00:00:00-05:00,2014-08-25T00:00:00-05:00,1924.4
2014-08-24,2014-08-23T00:00:00-05:00,2014-08-25T00:00:00-05:00,1924.4
2014-08-25,2014-08-23T00:00:00-05:00,2014-08-25T00:00:00-05:00,1924.4
2014-08-26,2014-08-26T00:00:00-05:00,2014-08-26T00:00:00-05:00,1932.39
2014-08-27,2014-08-27T00:00:00-05:00,2014-08-27T00:00:00-05:00,1928.67
2014-08-28,2014-08-28T00:00:00-05:00,2014-08-28T00:00:00-05:00,1926.92
2014-08-29,2014-08-29T00:00:00-05:00,2014-08-29T00:00:00-05:00,1935.04
2014-08-30,2014-08-30T00:00:00-05:00,2014-09-02T00:00:00-05:00,1918.62
